station_id,name,category,distance,rating,review_count,price
216,Bovinu's,restaurants,121,4.5,21,3
216,Underdog Meat & Beers,restaurants,209,4.6,29,1
216,Jacarandá,restaurants,224,4.1,15,3
216,011 gastronomia,restaurants,223,4.5,4,2
216,Jun Sakamoto,restaurants,155,4.0,8,4
216,Bar General,restaurants,154,3.7,7,2
216,Dona Conceição,restaurants,144,4.0,1,2
216,Sweet Café,restaurants,141,5.0,3,1
216,PICCO,restaurants,197,5.0,1,0
216,M M Grill,restaurants,58,0.0,0,0
216,CPL Pães e Doces,bakeries,232,4.7,3,0
216,Braspan,bakeries,132,0.0,0,0
222,Pasquale Cantina,restaurants,119,4.4,9,2
222,Peixaria Bar e Venda,restaurants,106,4.3,16,2
222,Maha Mantra,restaurants,218,4.6,13,2
222,Di Fondi Pizza,restaurants,23,0.0,0,0
222,Vila Seu Justino,restaurants,179,3.6,11,2
222,Ó do Borogodó,restaurants,183,4.3,15,2
